Typical Values,(oven cooked) per 100g,(oven cooked) per fillet (97g),%RI,your RI*,item name,(grilled) per 100g,(grilled) per grilled sausage (26g),(as sold) per 100g,(grilled) per grilled sausage (53g),(as consumed) per 100g,(as consumed) per kiev (approx. 113g),(as consumed) per 3 goujons (approx. 76g),(grilled) per rasher (21g),% RI,(grilled) per rasher (25g),per grilled sausage (55g),per 100g,(as consumed) per 1/7 pack (47g),(grilled) per grilled sausage (27g),Per 100g as sold,(grilled) per rasher (22g),(grilled) per grilled sausage (54g),per fillet (80g),(oven cooked) per 100g:,(as consumed) per kiev (approx. 127g),(as consumed) per 1/2 pack (approx. 90g),(as consumed) 10 bites (approx. 70g),per 3 goujons (approx. 73g),(as sold) Per 100g,(as sold) Per 1/4 pack,(as consumed) per 100g:,Per 100g grilled,Per rasher 25g grilled,% intake per 25g,(as consumed) per 1/2 pack (123g),(as consumed) per 1/2 pack (158g),(oven cooked) per 1/2 pack (88g),(as consumed) per 3 goujons (approx. 82g),Per 100g (grilled),Per 2 chipolatas (59g) (grilled),Per 2 sausages (117g) (grilled),per grilled 100g,per grilled sausage (54g),(as consumed) per fillet (approx. 164g),(grilled) per rasher (approx. 18g),Per 100g As Sold,(as consumed) per fishcake (approx. 140g),per fishcake (approx. 140g) %RI,Per 2 chipolatas (58g) (grilled),(as consumed) per fillet (approx. 155g),(grilled) per sausage (49g),(cooked as per instructions) Per 100g,(cooked as per instructions) Per 150g,(as consumed) per 100 g,(as consumed) per 1/2 pack (131g),(boiled) per 100g,(boiled) per 1/2 pack (198g),(as sold) per pack,(grilled) per sausage (54g),per 100g as sold:,(as consumed) per tempura prawn (18g),per tempura prawn (18g) %RI,(grilled) per grilled sausage (55g),(as grilled) per 100g,(as sold) per 100g (1/5 pot),(microwaved) per 1/10 pot (30g),(as consumed) per 1/4 pot (75g),per 1/2 pot (90g),per 100g:,(as consumed) per 150g serving,(as consumed) per 1/2 pack (68g),(as consumed) per 1/2 pack (128g),(as consumed) per drumstick and thigh (excl. bone) (approx.191g),(grilled) per 2 rashers (approx. 21g),(as sold) per 100g:,(shallow fried) per 100g:,per pack,you RI*,(as consumed) per 1/2 pack (60g),per 1/2 pack (60g),(as consumed) per pudding (27g),per 4 sticks (62.5g),(stir fried) per 100g,100g of Grilled Sausage contains,1 Grilled Sausage (46g) contains,Per 100g Grilled,1 Grilled Sausage (23g) contains,per 1/2 pack (75g),(as consumed) per pudding (39g)
of which sugars ,,,0%,90g,Morrisons Market St Cooked Cockles 200G 200g,,,,,,,,,,,,nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre ,,,,,Morrisons Market St Cooked Cockles 200G 200g,,,,,,,,,,,,nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,,,,,Morrisons Market St Cooked Cockles 200G 200g,,,,,,,,,,,,12g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,,,20%,6g,Morrisons Market St Cooked Cockles 200G 200g,,,,,,,,,,,,1.23g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Reference intake of an average adult (8400kJ/2000kcal) (RI),,,,,Morrisons Market St Cooked Cockles 200G 200g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,,,,8400kJ,Morrisons The Best Reduced Fat Sausages 400g,738kJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396kJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5%,2000kcal,Morrisons The Best Reduced Fat Sausages 400g,176kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat,,,6%,70g,Morrisons The Best Reduced Fat Sausages 400g,7.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which saturates,,,8%,20g,Morrisons The Best Reduced Fat Sausages 400g,2.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate,,,,,Morrisons The Best Reduced Fat Sausages 400g,4.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which sugars,,,<1%,90g,Morrisons The Best Reduced Fat Sausages 400g,0.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre,,,,,Morrisons The Best Reduced Fat Sausages 400g,1.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein,,,,,Morrisons The Best Reduced Fat Sausages 400g,22g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt,,,10%,6g,Morrisons The Best Reduced Fat Sausages 400g,1.17g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Reference intake of an average adult (8400kJ/2000kcal) (RI),,,,,Morrisons The Best Reduced Fat Sausages 400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contains 6 portions,,,,,Morrisons The Best Reduced Fat Sausages 400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy kJ,,,,,The Meatless Farm Co Meat Free Mince 400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy kcal,,,,,The Meatless Farm Co Meat Free Mince 400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,,,,,The Meatless Farm Co Meat Free Mince 400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which saturates ,,,,,The Meatless Farm Co Meat Free Mince 400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate ,,,,,The Meatless Farm Co Meat Free Mince 400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which sugars ,,,,,The Meatless Farm Co Meat Free Mince 400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre ,,,,,The Meatless Farm Co Meat Free Mince 400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,,,,,The Meatless Farm Co Meat Free Mince 400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,,,,,The Meatless Farm Co Meat Free Mince 400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamins:,,,,,The Meatless Farm Co Meat Free Mince 400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niacin ,,,,,The Meatless Farm Co Meat Free Mince 400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48mg (22),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B6 ,,,,,The Meatless Farm Co Meat Free Mince 400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59mg (114),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B2 (Riboflavin),,,,,The Meatless Farm Co Meat Free Mince 400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33mg (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B1 (Thiamin) ,,,,,The Meatless Farm Co Meat Free Mince 400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25mg (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 ,,,,,The Meatless Farm Co Meat Free Mince 400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40µg (56),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minerals:,,,,,The Meatless Farm Co Meat Free Mince 400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zinc ,,,,,The Meatless Farm Co Meat Free Mince 400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38mg (34),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron ,,,,,The Meatless Farm Co Meat Free Mince 400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65mg (48),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serves 4,,,,,The Meatless Farm Co Meat Free Mince 400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy ,,,5%,8400kJ/2000kcal,Morrisons Frozen Cooked Mussel Meat 500g,,,,,,,,,,,,442kJ/105kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,,,3%,70g,Morrisons Frozen Cooked Mussel Meat 500g,,,,,,,,,,,,2.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which saturates ,,,2%,20g,Morrisons Frozen Cooked Mussel Meat 500g,,,,,,,,,,,,0.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate ,,,,,Morrisons Frozen Cooked Mussel Meat 500g,,,,,,,,,,,,3.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which sugars ,,,0%,90g,Morrisons Frozen Cooked Mussel Meat 500g,,,,,,,,,,,,nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre ,,,,,Morrisons Frozen Cooked Mussel Meat 500g,,,,,,,,,,,,nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,,,,,Morrisons Frozen Cooked Mussel Meat 500g,,,,,,,,,,,,17.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,,,17%,6g,Morrisons Frozen Cooked Mussel Meat 500g,,,,,,,,,,,,1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Reference intake of an average adult (8400kJ/2000kcal) (RI),,,,,Morrisons Frozen Cooked Mussel Meat 500g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy kJ,,,,,The Meatless Farm Co 2 Meat Free Burgers 227g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy kcal,,,,,The Meatless Farm Co 2 Meat Free Burgers 227g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,,,,,The Meatless Farm Co 2 Meat Free Burgers 227g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which saturates ,,,,,The Meatless Farm Co 2 Meat Free Burgers 227g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate ,,,,,The Meatless Farm Co 2 Meat Free Burgers 227g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which sugars ,,,,,The Meatless Farm Co 2 Meat Free Burgers 227g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre ,,,,,The Meatless Farm Co 2 Meat Free Burgers 227g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,,,,,The Meatless Farm Co 2 Meat Free Burgers 227g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,,,,,The Meatless Farm Co 2 Meat Free Burgers 227g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serves 2,,,,,The Meatless Farm Co 2 Meat Free Burgers 227g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,,,,8400kJ,Morrisons Frozen Raw Razor Clams 500g,,,,,,,,,,,,309kJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4%,2000kcal,Morrisons Frozen Raw Razor Clams 500g,,,,,,,,,,,,73kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat,,,1%,70g,Morrisons Frozen Raw Razor Clams 500g,,,,,,,,,,,,1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which saturates,,,0%,20g,Morrisons Frozen Raw Razor Clams 500g,,,,,,,,,,,,nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate,,,,,Morrisons Frozen Raw Razor Clams 500g,,,,,,,,,,,,3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which sugars,,,0%,90g,Morrisons Frozen Raw Razor Clams 500g,,,,,,,,,,,,nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre,,,,,Morrisons Frozen Raw Razor Clams 500g,,,,,,,,,,,,nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein,,,,,Morrisons Frozen Raw Razor Clams 500g,,,,,,,,,,,,13g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt,,,23%,6g,Morrisons Frozen Raw Razor Clams 500g,,,,,,,,,,,,1.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Reference intake of an average adult (8400kJ/2000kcal) (RI),,,,,Morrisons Frozen Raw Razor Clams 500g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy ,,,,8400kJ,Morrisons The Best 6 Gluten Free Hot And Spicy Sausages  400g,1116kJ,,,,,,,,,,,,,,,,603kJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7%,2000kcal,Morrisons The Best 6 Gluten Free Hot And Spicy Sausages  400g,269kcal,,,,,,,,,,,,,,,,145kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,,,16%,70g,Morrisons The Best 6 Gluten Free Hot And Spicy Sausages  400g,20.6g,,,,,,,,,,,,,,,,11.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which saturates ,,,19%,20g,Morrisons The Best 6 Gluten Free Hot And Spicy Sausages  400g,7g,,,,,,,,,,,,,,,,3.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate ,,,,,Morrisons The Best 6 Gluten Free Hot And Spicy Sausages  400g,3.5g,,,,,,,,,,,,,,,,1.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which sugars ,,,1%,90g,Morrisons The Best 6 Gluten Free Hot And Spicy Sausages  400g,1.4g,,,,,,,,,,,,,,,,0.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre ,,,,,Morrisons The Best 6 Gluten Free Hot And Spicy Sausages  400g,1.2g,,,,,,,,,,,,,,,,0.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,,,,,Morrisons The Best 6 Gluten Free Hot And Spicy Sausages  400g,16.6g,,,,,,,,,,,,,,,,9.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,,,11%,6g,Morrisons The Best 6 Gluten Free Hot And Spicy Sausages  400g,1.18g,,,,,,,,,,,,,,,,0.64g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Reference intake of an average adult (8400kJ/2000kcal) (RI),,,,,Morrisons The Best 6 Gluten Free Hot And Spicy Sausages  400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contains 6 portions,,,,,Morrisons The Best 6 Gluten Free Hot And Spicy Sausages  400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy ,,,,,Denhay Unsmoked Back Bacon 200g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909 kJ/219 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,,,,,Denhay Unsmoked Back Bacon 200g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which saturates,,,,,Denhay Unsmoked Back Bacon 200g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrates,,,,,Denhay Unsmoked Back Bacon 200g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which sugars ,,,,,Denhay Unsmoked Back Bacon 200g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre ,,,,,Denhay Unsmoked Back Bacon 200g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,,,,,Denhay Unsmoked Back Bacon 200g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,,,,,Denhay Unsmoked Back Bacon 200g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy ,,,,,Morrisons Market St 2 Haddock Fillets 230g,,,,,,,,,,,,,,,,,,,421kJ/99kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,,,,,Morrisons Market St 2 Haddock Fillets 230g,,,,,,,,,,,,,,,,,,,0.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which saturates ,,,,,Morrisons Market St 2 Haddock Fillets 230g,,,,,,,,,,,,,,,,,,,0.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate ,,,,,Morrisons Market St 2 Haddock Fillets 230g,,,,,,,,,,,,,,,,,,,0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which sugars ,,,,,Morrisons Market St 2 Haddock Fillets 230g,,,,,,,,,,,,,,,,,,,trace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre ,,,,,Morrisons Market St 2 Haddock Fillets 230g,,,,,,,,,,,,,,,,,,,0.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,,,,,Morrisons Market St 2 Haddock Fillets 230g,,,,,,,,,,,,,,,,,,,23.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,,,,,Morrisons Market St 2 Haddock Fillets 230g,,,,,,,,,,,,,,,,,,,0.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy ,,,,8400kJ/2000kcal,Morrisons The Best Tempura King Prawns  200g,,,,,1563kJ/375kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281kJ/67kcal,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat,,,,70g,Morrisons The Best Tempura King Prawns  200g,,,,,22.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4g,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which saturates,,,,20g,Morrisons The Best Tempura King Prawns  200g,,,,,4.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8g,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate,,,,,Morrisons The Best Tempura King Prawns  200g,,,,,29.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which sugars,,,,90g,Morrisons The Best Tempura King Prawns  200g,,,,,2.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4g,<1%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre,,,,,Morrisons The Best Tempura King Prawns  200g,,,,,3.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein,,,,,Morrisons The Best Tempura King Prawns  200g,,,,,12.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt,,,,6g,Morrisons The Best Tempura King Prawns  200g,,,,,0.57g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1g,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Reference intake of an average adult (8400kJ/2000kcal) (RI),,,,,Morrisons The Best Tempura King Prawns  200g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contains 10 portions,,,,,Morrisons The Best Tempura King Prawns  200g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
